(4, 2)
(4, 5)
(5, 4)
(5, 6)
(6, 5)
(6, 7)
(7, 6)
(7, 8)
(8, 7)
(8, 9)
(9, 8)
(9, 10)
(10, 9)
(10, 11)
(11, 10)
(11, 12)
(12, 11)
(12, 13)
(13, 12)
(12, 14)
(14, 12)
(14, 15)
(15, 14)
(15, 16)
(16, 15)
(16, 17)
(17, 16)
(16, 18)
(18, 16)
(9, 19)
(19, 9)
(19, 20)
(20, 19)
(20, 6)
(6, 20)
(0, 1)
(1, 0)
(1, 2)
(2, 1)
(2, 3)
(3, 2)
(3, 4)
(4, 3)
(3, 5)
(5, 3)
(5, 6)
(6, 5)
(6, 7)
(7, 6)
(7, 8)
(8, 7)
(8, 9)
(9, 8)
(9, 10)
(10, 9)
(10, 11)
(11, 10)
(5, 12)
(12, 5)
(12, 13)
(13, 12)
(13, 14)
(14, 13)
(4, 0)
(0, 4)
(11, 7)
(7, 11)
(14, 2)
(2, 14)
(0, 1)
(1, 0)
(1, 2)
(2, 1)
(1, 3)
(3, 1)
(1, 4)
(4, 1)
(4, 5)
(5, 4)
(5, 6)
(6, 5)
(6, 7)
(7, 6)
(7, 8)
(8, 7)
(8, 9)
(9, 8)
(9, 10)
(10, 9)
(10, 5)
(5, 10)
(0, 1)
(1, 0)
(1, 2)
(2, 1)
(2, 3)
(3, 2)
(3, 4)
(4, 3)
(4, 5)
(5, 4)
(5, 6)
(6, 5)
(6, 7)
(7, 6)
(6, 8)
(8, 6)
(8, 9)
(9, 8)
(8, 10)
(10, 8)
(10, 11)
(11, 10)
(11, 12)
(12, 11)
(12, 13)
(13, 12)
(13, 14)
(14, 13)
(14, 15)
(15, 14)
(15, 16)
(16, 15)
(16, 17)
(17, 16)
(16, 18)
(18, 16)
(7, 2)
(2, 7)
(14, 8)
(8, 14)
(0, 1)
(1, 0)
(1, 2)
(2, 1)
(2, 3)
(3, 2)
(3, 4)
(4, 3)
(3, 5)
(5, 3)
(3, 6)
(6, 3)
(6, 7)
(7, 6)
(6, 8)
(8, 6)
(8, 9)
(9, 8)
(9, 10)
(10, 9)
(10, 11)
(11, 10)
(11, 12)
(12, 11)
(12, 13)
(13, 12)
(13, 14)
(14, 13)
(14, 15)
(15, 14)
(14, 16)
(16, 14)
(16, 17)
(17, 16)
(17, 18)
(18, 17)
(18, 19)
(19, 18)
(19, 20)
(20, 19)
(19, 21)
(21, 19)
(6, 0)
(0, 6)
(21, 10)
(10, 21)
(21, 0)
(0, 21)
(17, 11)
(11, 17)
(0, 1)
(1, 0)
(1, 2)
(2, 1)
(1, 3)
(3, 1)
(3, 4)
(4, 3)
(4, 5)
(5, 4)
(5, 6)
(6, 5)
(5, 7)
(7, 5)
(7, 8)
(8, 7)
(8, 9)
(9, 8)
(9, 10)
(10, 9)
(10, 11)
(11, 10)
(11, 12)
(12, 11)
(12, 13)
(13, 12)
(13, 14)
(14, 13)
(14, 15)
(15, 14)
(15, 16)
(16, 15)
(16, 17)
(17, 16)
(17, 18)
(18, 17)
(18, 19)
(19, 18)
(12, 20)
(20, 12)
(20, 21)
(21, 20)
(21, 9)
(9, 21)
(19, 17)
(17, 19)
(0, 1)
(1, 0)
(1, 2)
(2, 1)
(1, 3)
(3, 1)
(3, 4)
(4, 3)
(3, 5)
(5, 3)
(5, 6)
(6, 5)
(6, 7)
(7, 6)
(7, 8)
(8, 7)
(8, 9)
(9, 8)
(9, 10)
(10, 9)
(9, 11)
(11, 9)
(6, 12)
(12, 6)
(12, 13)
(13, 12)
(12, 14)
(14, 12)
(14, 15)
(15, 14)
(15, 16)
(16, 15)
(16, 17)
(17, 16)
(17, 18)
(18, 17)
(17, 19)
(19, 17)
(15, 20)
(20, 15)
(20, 21)
(21, 20)
(20, 22)
(22, 20)
(22, 23)
(23, 22)
(23, 24)
(24, 23)
(24, 25)
(25, 24)
(24, 26)
(26, 24)
(0, 1)
(1, 0)
(1, 2)
(2, 1)
(2, 3)
(3, 2)
(3, 4)
(4, 3)
(4, 5)
(5, 4)
(5, 6)
(6, 5)
(6, 7)
(7, 6)
(7, 8)
(8, 7)
(1, 9)
(9, 1)
(9, 10)
(10, 9)
(10, 11)
(11, 10)
(11, 12)
(12, 11)
(12, 13)
(13, 12)
(8, 3)
(3, 8)
(0, 1)
(1, 0)
(1, 2)
(2, 1)
(1, 3)
(3, 1)
(3, 4)
(4, 3)
(4, 5)
(5, 4)
(4, 6)
(6, 4)
(6, 7)
(7, 6)
(7, 8)
(8, 7)
(7, 9)
(9, 7)
(7, 10)
(10, 7)
(10, 11)
(11, 10)
(11, 12)
(12, 11)
(12, 13)
(13, 12)
(13, 14)
(14, 13)
(14, 15)
(15, 14)
(15, 16)
(16, 15)
(16, 17)
(17, 16)
(17, 18)
(18, 17)
(17, 19)
(19, 17)
(11, 20)
(20, 11)
(20, 21)
(21, 20)
(21, 22)
(22, 21)
(22, 23)
(23, 22)
(23, 10)
(10, 23)
(19, 13)
(13, 19)
(0, 1)
(1, 0)
(1, 2)
(2, 1)
(2, 3)
(3, 2)
(3, 4)
(4, 3)
(4, 5)
(5, 4)
(5, 6)
(6, 5)
(6, 7)
(7, 6)
(7, 8)
(8, 7)
(8, 9)
(9, 8)
(9, 10)
(10, 9)
(10, 11)
(11, 10)
(11, 12)
(12, 11)
(12, 13)
(13, 12)
(13, 14)
(14, 13)
(14, 15)
(15, 14)
(15, 16)
(16, 15)
(16, 17)
(17, 16)
(17, 18)
(18, 17)
(18, 19)
(19, 18)
(19, 20)
(20, 19)
(20, 21)
(21, 20)
(0, 1)
(1, 0)
(1, 2)
(2, 1)
(2, 3)
(3, 2)
(3, 4)
(4, 3)
(4, 5)
(5, 4)
(5, 6)
(6, 5)
(6, 7)
(7, 6)
(5, 8)
(8, 5)
(8, 9)
(9, 8)
(9, 10)
(10, 9)
(10, 11)
(11, 10)
(11, 12)
(12, 11)
(12, 13)
(13, 12)
(13, 14)
(14, 13)
(13, 15)
(15, 13)
(15, 16)
(16, 15)
(15, 17)
(17, 15)
(10, 18)
(18, 10)
(18, 19)
(19, 18)
(19, 20)
(20, 19)
(20, 21)
(21, 20)
(21, 22)
(22, 21)
(22, 23)
(23, 22)
(23, 24)
(24, 23)
(23, 25)
(25, 23)
(25, 26)
(26, 25)
(7, 2)
(2, 7)
(19, 8)
(8, 19)
(26, 20)
(20, 26)
(0, 1)
(1, 0)
(1, 2)
(2, 1)
(2, 3)
(3, 2)
(2, 4)
(4, 2)
(4, 5)
(5, 4)
(4, 6)
(6, 4)
(6, 7)
(7, 6)
(6, 8)
(8, 6)
(8, 9)
(9, 8)
(9, 10)
(10, 9)
(4, 11)
(11, 4)
(11, 12)
(12, 11)
(11, 13)
(13, 11)
(13, 14)
(14, 13)
(14, 15)
(15, 14)
(14, 16)
(16, 14)
(16, 17)
(17, 16)
(16, 18)
(18, 16)
(18, 19)
(19, 18)
(19, 20)
(20, 19)
(20, 21)
(21, 20)
(20, 22)
(22, 20)
(22, 23)
(23, 22)
(23, 24)
(24, 23)
(24, 25)
(25, 24)
(24, 26)
(26, 24)
(26, 27)
(27, 26)
(27, 28)
(28, 27)
(28, 29)
(29, 28)
(11, 0)
(0, 11)
(28, 16)
(16, 28)
(18, 0)
(0, 18)
(28, 22)
(22, 28)
(0, 1)
(1, 0)
(1, 2)
(2, 1)
(2, 3)
(3, 2)
(3, 4)
(4, 3)
(4, 5)
(5, 4)
(5, 6)
(6, 5)
(5, 7)
(7, 5)
(7, 8)
(8, 7)
(8, 9)
(9, 8)
(9, 10)
(10, 9)
(10, 11)
(11, 10)
(11, 12)
(12, 11)
(12, 13)
(13, 12)
(13, 14)
(14, 13)
(14, 15)
(15, 14)
(14, 16)
(16, 14)
(16, 17)
(17, 16)
(17, 18)
(18, 17)
(17, 19)
(19, 17)
(19, 20)
(20, 19)
(20, 21)
(21, 20)
(20, 22)
(22, 20)
(22, 1)
(1, 22)
(19, 12)
(12, 19)
(0, 1)
(1, 0)
(1, 2)
(2, 1)
(1, 3)
(3, 1)
(3, 4)
(4, 3)
(4, 5)
(5, 4)
(5, 6)
(6, 5)
(6, 7)
(7, 6)
(7, 8)
(8, 7)
(8, 9)
(9, 8)
(8, 10)
(10, 8)
(10, 11)
(11, 10)
(11, 12)
(12, 11)
(12, 13)
(13, 12)
(13, 14)
(14, 13)
(14, 15)
(15, 14)
(15, 16)
(16, 15)
(16, 17)
(17, 16)
(15, 18)
(18, 15)
(16, 4)
(4, 16)
(18, 7)
(7, 18)
(18, 11)
(11, 18)
(0, 1)
(1, 0)
(1, 2)
(2, 1)
(2, 3)
(3, 2)
(2, 4)
(4, 2)
(4, 5)
(5, 4)
(4, 6)
(6, 4)
(6, 7)
(7, 6)
(6, 8)
(8, 6)
(8, 9)
(9, 8)
(9, 10)
(10, 9)
(10, 11)
(11, 10)
(10, 12)
(12, 10)
(12, 13)
(13, 12)
(13, 14)
(14, 13)
(14, 15)
(15, 14)
(15, 16)
(16, 15)
(16, 17)
(17, 16)
(4, 18)
(18, 4)
(18, 19)
(19, 18)
(18, 20)
(20, 18)
(20, 21)
(21, 20)
(21, 22)
(22, 21)
(21, 23)
(23, 21)
(23, 24)
(24, 23)
(23, 25)
(25, 23)
(25, 26)
(26, 25)
(26, 27)
(27, 26)
(27, 28)
(28, 27)
(28, 29)
(29, 28)
(29, 30)
(30, 29)
(30, 31)
(31, 30)
(30, 32)
(32, 30)
(32, 33)
(33, 32)
(33, 34)
(34, 33)
(34, 35)
(35, 34)
(18, 0)
(0, 18)
(34, 23)
(23, 34)
(25, 0)
(0, 25)
(34, 28)
(28, 34)
(17, 12)
(12, 17)
(0, 1)
(1, 0)
(1, 2)
(2, 1)
(2, 3)
(3, 2)
(3, 4)
(4, 3)
(4, 5)
(5, 4)
(5, 6)
(6, 5)
(6, 7)
(7, 6)
(6, 8)
(8, 6)
(8, 9)
(9, 8)
(8, 10)
(10, 8)
(10, 11)
(11, 10)
(11, 4)
(4, 11)
(0, 1)
(1, 0)
(1, 2)
(2, 1)
(2, 3)
(3, 2)
(3, 4)
(4, 3)
(4, 5)
(5, 4)
(5, 6)
(6, 5)
(6, 7)
(7, 6)
(7, 8)
(8, 7)
(8, 9)
(9, 8)
(5, 10)
(10, 5)
(10, 11)
(11, 10)
(10, 12)
(12, 10)
(10, 13)
(13, 10)
(13, 14)
(14, 13)
(14, 15)
(15, 14)
(15, 16)
(16, 15)
(15, 17)
(17, 15)
(17, 18)
(18, 17)
(18, 19)
(19, 18)
(19, 20)
(20, 19)
(20, 21)
(21, 20)
(21, 22)
(22, 21)
(22, 23)
(23, 22)
(22, 24)
(24, 22)
(14, 25)
(25, 14)
(25, 26)
(26, 25)
(25, 27)
(27, 25)
(27, 28)
(28, 27)
(28, 29)
(29, 28)
(29, 30)
(30, 29)
(29, 31)
(31, 29)
(31, 32)
(32, 31)
(32, 33)
(33, 32)
(25, 34)
(34, 25)
(34, 35)
(35, 34)
(35, 36)
(36, 35)
(36, 37)
(37, 36)
(37, 38)
(38, 37)
(38, 39)
(39, 38)
(39, 40)
(40, 39)
(7, 2)
(2, 7)
(33, 13)
(13, 33)
(39, 34)
(34, 39)
(21, 17)
(17, 21)
(33, 27)
(27, 33)
(0, 1)
(1, 0)
(1, 2)
(2, 1)
(2, 3)
(3, 2)
(3, 4)
(4, 3)
(3, 5)
(5, 3)
(0, 6)
(6, 0)
(6, 7)
(7, 6)
(6, 8)
(8, 6)
(8, 9)
(9, 8)
(9, 10)
(10, 9)
(10, 11)
(11, 10)
(11, 12)
(12, 11)
(12, 13)
(13, 12)
(13, 14)
(14, 13)
(14, 15)
(15, 14)
(9, 16)
(16, 9)
(16, 17)
(17, 16)
(16, 18)
(18, 16)
(18, 19)
(19, 18)
(19, 20)
(20, 19)
(20, 21)
(21, 20)
(21, 22)
(22, 21)
(22, 23)
(23, 22)
(23, 24)
(24, 23)
(24, 25)
(25, 24)
(25, 26)
(26, 25)
(26, 27)
(27, 26)
(27, 28)
(28, 27)
(28, 29)
(29, 28)
(19, 30)
(30, 19)
(30, 31)
(31, 30)
(30, 32)
(32, 30)
(32, 33)
(33, 32)
(33, 34)
(34, 33)
(34, 35)
(35, 34)
(33, 36)
(36, 33)
(36, 37)
(37, 36)
(36, 38)
(38, 36)
(38, 39)
(39, 38)
(39, 40)
(40, 39)
(40, 41)
(41, 40)
(41, 42)
(42, 41)
(42, 43)
(43, 42)
(43, 44)
(44, 43)
(44, 45)
(45, 44)
(44, 46)
(46, 44)
(46, 47)
(47, 46)
(39, 48)
(48, 39)
(48, 49)
(49, 48)
(48, 50)
(50, 48)
(50, 51)
(51, 50)
(51, 52)
(52, 51)
(52, 53)
(53, 52)
(53, 54)
(54, 53)
(54, 55)
(55, 54)
(55, 56)
(56, 55)
(56, 57)
(57, 56)
(57, 58)
(58, 57)
(58, 59)
(59, 58)
(59, 60)
(60, 59)
(60, 61)
(61, 60)
(51, 62)
(62, 51)
(62, 63)
(63, 62)
(62, 64)
(64, 62)
(64, 65)
(65, 64)
(65, 66)
(66, 65)
(66, 67)
(67, 66)
(67, 68)
(68, 67)
(67, 69)
(69, 67)
(65, 70)
(70, 65)
(70, 71)
(71, 70)
(70, 72)
(72, 70)
(72, 73)
(73, 72)
(73, 74)
(74, 73)
(74, 75)
(75, 74)
(75, 76)
(76, 75)
(76, 77)
(77, 76)
(77, 78)
(78, 77)
(78, 79)
(79, 78)
(78, 80)
(80, 78)
(73, 81)
(81, 73)
(81, 82)
(82, 81)
(81, 83)
(83, 81)
(83, 84)
(84, 83)
(84, 85)
(85, 84)
(85, 86)
(86, 85)
(86, 87)
(87, 86)
(87, 88)
(88, 87)
(88, 89)
(89, 88)
(88, 90)
(90, 88)
(90, 91)
(91, 90)
(91, 92)
(92, 91)
(5, 0)
(0, 5)
(15, 11)
(11, 15)
(25, 21)
(21, 25)
(47, 41)
(41, 47)
(61, 53)
(53, 61)
(87, 83)
(83, 87)
(29, 24)
(24, 29)
(61, 56)
(56, 61)
(0, 1)
(1, 0)
(1, 2)
(2, 1)
(2, 3)
(3, 2)
(3, 4)
(4, 3)
(4, 5)
(5, 4)
(5, 6)
(6, 5)
(6, 7)
(7, 6)
(7, 8)
(8, 7)
(8, 9)
(9, 8)
(9, 10)
(10, 9)
(10, 11)
(11, 10)
(10, 12)
(12, 10)
(12, 13)
(13, 12)
(13, 14)
(14, 13)
(14, 15)
(15, 14)
(14, 16)
(16, 14)
(7, 17)
(17, 7)
(17, 18)
(18, 17)
(18, 4)
(4, 18)
(0, 1)
(1, 0)
(1, 2)
(2, 1)
(2, 3)
(3, 2)
(3, 4)
(4, 3)
(4, 5)
(5, 4)
(5, 6)
(6, 5)
(5, 7)
(7, 5)
(7, 8)
(8, 7)
(8, 9)
(9, 8)
(9, 10)
(10, 9)
(10, 11)
(11, 10)
(11, 12)
(12, 11)
(12, 13)
(13, 12)
(3, 14)
(14, 3)
(14, 15)
(15, 14)
(14, 16)
(16, 14)
(16, 17)
(17, 16)
(17, 18)
(18, 17)
(18, 19)
(19, 18)
(19, 20)
(20, 19)
(20, 21)
(21, 20)
(21, 22)
(22, 21)
(22, 23)
(23, 22)
(23, 24)
(24, 23)
(24, 25)
(25, 24)
(24, 26)
(26, 24)
(26, 27)
(27, 26)
(27, 28)
(28, 27)
(28, 29)
(29, 28)
(14, 0)
(0, 14)
(28, 18)
(18, 28)
(19, 0)
(0, 19)
(28, 22)
(22, 28)
(13, 9)
(9, 13)
(0, 1)
(1, 0)
(1, 2)
(2, 1)
(2, 3)
(3, 2)
(3, 4)
(4, 3)
(4, 5)
(5, 4)
(5, 6)
(6, 5)
(5, 7)
(7, 5)
(7, 8)
(8, 7)
(8, 9)
(9, 8)
(9, 10)
(10, 9)
(10, 11)
(11, 10)
(11, 12)
(12, 11)
(3, 13)
(13, 3)
(13, 14)
(14, 13)
(13, 15)
(15, 13)
(15, 16)
(16, 15)
(16, 17)
(17, 16)
(17, 18)
(18, 17)
(18, 19)
(19, 18)
(19, 20)
(20, 19)
(20, 21)
(21, 20)
(21, 22)
(22, 21)
(22, 23)
(23, 22)
(23, 24)
(24, 23)
(23, 25)
(25, 23)
(25, 26)
(26, 25)
(26, 27)
(27, 26)
(27, 28)
(28, 27)
(13, 0)
(0, 13)
(27, 17)
(17, 27)
(18, 0)
(0, 18)
(27, 21)
(21, 27)
(0, 1)
(1, 0)
(1, 2)
(2, 1)
(2, 3)
(3, 2)
(3, 4)
(4, 3)
(4, 5)
(5, 4)
(5, 6)
(6, 5)
(6, 7)
(7, 6)
(7, 8)
(8, 7)
(8, 9)
(9, 8)
(9, 10)
(10, 9)
(10, 11)
(11, 10)
(10, 12)
(12, 10)
(12, 13)
(13, 12)
(13, 14)
(14, 13)
(14, 15)
(15, 14)
(15, 16)
(16, 15)
(16, 17)
(17, 16)
(17, 18)
(18, 17)
(18, 19)
(19, 18)
(19, 20)
(20, 19)
(20, 21)
(21, 20)
(21, 22)
(22, 21)
(22, 23)
(23, 22)
(22, 24)
(24, 22)
(24, 25)
(25, 24)
(25, 26)
(26, 25)
(26, 27)
(27, 26)
(26, 28)
(28, 26)
(28, 29)
(29, 28)
(29, 30)
(30, 29)
(30, 31)
(31, 30)
(31, 32)
(32, 31)
(31, 13)
(13, 31)
(31, 16)
(16, 31)
(28, 17)
(17, 28)
(26, 20)
(20, 26)
(0, 1)
(1, 0)
(1, 2)
(2, 1)
(2, 3)
(3, 2)
(3, 4)
(4, 3)
(4, 5)
(5, 4)
(5, 6)
(6, 5)
(5, 7)
(7, 5)
