DrugBank ID,Name,Drug Groups,SMILES,Formula,Doping,Drug Categories,Target_Names,Similar Structure,State 
DB00185,Cevimeline,approved,CC1O[C@@]2(CS1)CN1CCC2CC1,C10H17NOS,,"Autonomic Agents, Cholinergic Agents, Cholinergic Agonists, Cholinergic Receptor Agonist, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Substrates, Drugs that are Mainly Renally Excreted, Muscarinic Agonists, Nervous System, Neurotransmitter Agents, Parasympathomimetics, Peripheral Nervous System Agents, Sulfur Compounds"," Muscarinic acetylcholine receptor M3,  Muscarinic acetylcholine receptor M1,  Cytochrome P450 2D6,  Cytochrome P450 3A4,  Dimethylaniline monooxygenase [N-oxide-forming] 1",DB00185,
DB00186,Lorazepam,approved,OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2,C15H10Cl2N2O2,,"Anti-Anxiety Agents, Anticonvulsants, Antiemetics, Autonomic Agents, Benzazepines, Benzodiazepine hypnotics and sedatives, Benzodiazepines and benzodiazepine derivatives, Benzodiazepinones, Central Nervous System Agents, Central Nervous System Depressants, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A4 Substrates (strength unknown), Cytochrome P-450 Substrates, Drugs that are Mainly Renally Excreted, GABA Agents, GABA Modulators, Gastrointestinal Agents, Heterocyclic Compounds, Fused-Ring, Hypnotics and Sedatives, Muscle Relaxants, Muscle Relaxants, Centrally Acting Agents, Nervous System, Neurotransmitter Agents, Peripheral Nervous System Agents, Psycholeptics, Psychotropic Drugs, Tranquilizing Agents"," GABA(A) Receptor (Protein Group),  GABA(A) Receptor Benzodiazepine Binding Site (Protein Group),  UDP-glucuronosyltransferase 2B15,  Cytochrome P450 3A4","DB00186, DB13872, DB00842, DB01511, DB00231, DB14672, DB14028, DB14671, DB00829, DB13837, DB01489, DB01594, DB13335, DB00628, DB01588, DB00801, DB14715, DB01567",
DB00187,Esmolol,approved; withdrawn,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1,C16H25NO4,,"Adrenergic Agents, Adrenergic Antagonists, Adrenergic beta-1 Receptor Antagonists, Adrenergic beta-Antagonists, Agents causing hyperkalemia, Alcohols, Amines, Amino Alcohols, Antiarrhythmic agents, Antihypertensive Agents, Antihypertensive Agents Indicated for Hypertension, Beta Blocking Agents, Selective, Beta-Blockers (Beta1 Selective), Bradycardia-Causing Agents, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 Substrates, Hypotensive Agents, Neurotransmitter Agents, Potential QTc-Prolonging Agents, Propanols, QTc Prolonging Agents"," Beta-1 adrenergic receptor,  Cytochrome P450 2D6","DB00187, DB00264, DB00335, DB06987, DB13443",
DB00188,Bortezomib,approved; investigational,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,C19H25BN4O4,,"Acids, Acids, Noncarboxylic, Antineoplastic Agents, Antineoplastic and Immunomodulating Agents, Boron Compounds, Boronic Acids, Cardiotoxic antineoplastic agents, Cytochrome P-450 CYP1A2 Inhibitors, Cytochrome P-450 CYP1A2 Inhibitors (moderate), Cytochrome P-450 CYP1A2 Inhibitors (strength unknown), Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 CYP1A2 Substrates with a Narrow Therapeutic Index, Cytochrome P-450 CYP2C19 Inhibitors, Cytochrome P-450 CYP2C19 Inhibitors (weak), Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2C19 Substrates with a Narrow Therapeutic Index, Cytochrome P-450 CYP2C9 Inhibitors, Cytochrome P-450 CYP2C9 Inhibitors (strength unknown), Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP2C9 Substrates with a Narrow Therapeutic Index, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP2D6 Substrates with a Narrow Therapeutic Index, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Hepatotoxic Agents, Hypotensive Agents, Immunosuppressive Agents, Myelosuppressive Agents, Narrow Therapeutic Index Drugs, OATP1B3 inhibitors, P-glycoprotein substrates, P-glycoprotein substrates with a Narrow Therapeutic Index, Potential QTc-Prolonging Agents, Proteasome Inhibitors, Pyrazines, QTc Prolonging Agents"," Proteasome subunit beta type-5,  Proteasome subunit beta type-1,  Cytochrome P450 3A4,  Cytochrome P450 2C19,  Cytochrome P450 2D6,  Cytochrome P450 1A2,  Cytochrome P450 2C9,  P-glycoprotein 1,  Solute carrier organic anion transporter family member 1B3","DB00188, DB16741",
DB00189,Ethchlorvynol,approved; illicit; withdrawn,CCC(O)(\C=C\Cl)C#C,C7H9ClO,,"Alcohols, Central Nervous System Agents, Central Nervous System Depressants, Chlorohydrins, Hypnotics and Sedatives, Nervous System, Psycholeptics", GABA(A) Receptor (Protein Group),DB00189,
DB00190,Carbidopa,approved,C[C@@](CC1=CC(O)=C(O)C=C1)(NN)C(O)=O,C10H14N2O4,,"Amines, Anti-Dyskinesia Agents, Anti-Parkinson Drugs, Aromatic Amino Acid Decarboxylase Inhibitors, Aromatic L-amino Acid Decarboxylase Inhibitors, Benzene Derivatives, Biogenic Amines, Biogenic Monoamines, Catecholamines, Catechols, Central Nervous System Agents, Drugs that are Mainly Renally Excreted, Enzyme Inhibitors, Hydrazines, Phenols", Aromatic-L-amino-acid decarboxylase,"DB00190, DB00968, DB01235, DB03552, DB13313, DB06535, DB16171, DB00765, DB16306, DB06262, DB00135, DB03839, DB13848",
DB00191,Phentermine,approved; illicit,CC(C)(N)CC1=CC=CC=C1,C10H15N,,"Adrenergic Agents, Agents producing tachycardia, Agents that produce hypertension, Alimentary Tract and Metabolism, Amines, Amphetamines, Anti-Obesity Agents, Antiobesity Preparations, Excl. Diet Products, Appetite Depressants, Appetite Suppression, Autonomic Agents, Central Nervous System Agents, Centrally Acting Antiobesity Products, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A4 Substrates (strength unknown), Cytochrome P-450 Substrates, Increased Sympathetic Activity, Monoamine Oxidase A Inhibitors for interaction with Monoamine Oxidase A substrates, Neurotransmitter Agents, Peripheral Nervous System Agents, Phenethylamines, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Sympathomimetic Amine Anorectic, Sympathomimetics"," Sodium-dependent noradrenaline transporter,  Sodium-dependent serotonin transporter,  Sodium-dependent dopamine transporter,  Amine oxidase [flavin-containing] A,  Amine oxidase [flavin-containing] B,  Pro-neuropeptide Y,  Cytochrome P450 3A4","DB00191, DB00182, DB01576, DB01365, DB02972, DB09250, DB01577, DB09571, DB01556, DB04484, DB00752, DB02665, DB13285",
DB00192,Indecainide,approved,CC(C)NCCCC1(C(N)=O)C2=CC=CC=C2C2=CC=CC=C12,C20H24N2O,,, Sodium channel protein type 5 subunit alpha,DB00192,
DB00193,Tramadol,approved; investigational,COC1=CC=CC(=C1)C1(O)CCCCC1CN(C)C,C16H25NO2,,"Agents producing tachycardia, Agents that reduce seizure threshold, Alcohols, Amines, Analgesics, Anticholinergic Agents, Antidepressive Agents, Central Nervous System Agents, Central Nervous System Depressants, Combined Inhibitors of Serotonin/Norepinephrine Reuptake, Cyclohexanes, Cyclohexanols, Cycloparaffins, Cytochrome P-450 CYP2B6 Substrates, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Substrates, Dimethylamines, Drugs that are Mainly Renally Excreted, Muscarinic Antagonists, Narcotics, Nervous System, NMDA Receptor Antagonists, Opiate Agonists, Opioid Agonist, Opioids, Peripheral Nervous System Agents, Sensory System Agents, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Serotonin 5-HT2 Receptor Antagonists, Serotonin 5-HT2C Receptor Antagonists, Serotonin Agents, Serotonin Modulators, Serotonin Receptor Antagonists, UGT1A1 Substrates"," Mu-type opioid receptor,  Sodium-dependent noradrenaline transporter,  Sodium-dependent serotonin transporter,  Sodium channel protein type 2 subunit alpha,  NMDA receptor (Protein Group),  Adenosine receptor A1,  Alpha-2 adrenergic receptors (Protein Group),  5-hydroxytryptamine receptor 2C,  Kappa-type opioid receptor, 10. Delta-type opioid receptor, 11. Neuronal acetylcholine receptor subunit alpha-7, 12. Muscarinic acetylcholine receptor M3, 13. Muscarinic acetylcholine receptor M1, 14. Neurokinin 1 receptor, 15. Transient receptor potential cation channel subfamily V member 1,  Cytochrome P450 2B6,  UDP-glucuronosyltransferase 1-1,  Cytochrome P450 2D6,  Cytochrome P450 3A4","DB00193, DB16100, DB00505, DB00376, DB00387, DB00942",
DB00194,Vidarabine,approved; investigational,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,C10H13N5O4,,"Anti-Infective Agents, Antiinfectives for Systemic Use, Antimetabolites, Antiviral Agents, Antivirals for Systemic Use, Arabinonucleosides, Carbohydrates, Direct Acting Antivirals, Glycosides, Heterocyclic Compounds, Fused-Ring, Noxae, Nucleic Acids, Nucleotides, and Nucleosides, Nucleosides, Nucleosides and Nucleotides Excl. Reverse Transcriptase Inhibitors, Ophthalmologicals, Purine Nucleosides, Purines, Ribonucleosides, Sensory Organs, Toxic Actions"," DNA polymerase catalytic subunit,  Thymidine kinase,  Thymidine kinase,  Adenosine deaminase","DB00194, DB00640, DB03528, DB12156, DB03716, DB01073, DB04441, DB04440, DB03273, DB02916, DB16075, DB17756, DB02282, DB11933, DB07170, DB04102, DB07052, DB00131, DB02162, DB02373, DB02607, DB03011, DB02947, DB00242, DB01910, DB04853, DB02934, DB03952, DB02753, DB03230",
DB00195,Betaxolol,approved; investigational,CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1,C18H29NO3,,"Adrenergic Agents, Adrenergic Antagonists, Adrenergic beta-1 Receptor Antagonists, Adrenergic beta-Antagonists, Agents causing hyperkalemia, Alcohols, Amines, Amino Alcohols, Antiarrhythmic agents, Antiglaucoma Preparations and Miotics, Antihypertensive Agents, Antihypertensive Agents Indicated for Hypertension, Autonomic Agents, Beta Blocking Agents, Selective, Beta-adrenergic Agents, Beta-Blockers (Beta1 Selective), Bradycardia-Causing Agents, Cardiovascular Agents, Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 Substrates, Hypotensive Agents, Neurotransmitter Agents, Ophthalmologicals, Peripheral Nervous System Agents, Phenoxypropanolamines, Propanolamines, Propanols, QTc Prolonging Agents, Sensory Organs, Sympatholytics"," Beta-1 adrenergic receptor,  Beta-2 adrenergic receptor,  Cytochrome P450 2D6,  Cytochrome P450 1A2","DB00195, DB09351, DB00264, DB00335, DB06987, DB13443",
DB00196,Fluconazole,approved; investigational,OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,C13H12F2N6O,,"14-alpha Demethylase Inhibitors, Agents causing hyperkalemia, Anti-Infective Agents, Antifungal Agents, Antifungals for Dermatological Use, Antifungals for Topical Use, Antiinfectives for Systemic Use, Antimycotics for Systemic Use, Azole Antifungals, Cytochrome P-450 CYP2C19 Inhibitors, Cytochrome P-450 CYP2C19 inhibitors (strength unknown), Cytochrome P-450 CYP2C9 Inhibitors, Cytochrome P-450 CYP2C9 Inhibitors (strong), Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (moderate), Cytochrome P-450 CYP3A5 Inhibitors, Cytochrome P-450 CYP3A5 Inhibitors (weak), Cytochrome P-450 Enzyme Inhibitors, Dermatologicals, Drugs that are Mainly Renally Excreted, Enzyme Inhibitors, Hormone Antagonists, Hormones, Hormone Substitutes, and Hormone Antagonists, Imidazole and Triazole Derivatives, P-glycoprotein inhibitors, Potential QTc-Prolonging Agents, QTc Prolonging Agents, Steroid Synthesis Inhibitors, Triazole and tetrazole derivatives, Triazole Derivatives, Triazoles"," Cytochrome P450 51,  Cytochrome P450 3A5,  Cytochrome P450 3A4,  Cytochrome P450 2C9,  Cytochrome P450 2C19,  P-glycoprotein 1","DB00196, DB09040",
DB00197,Troglitazone,approved; investigational; withdrawn,CC1=C(C)C2=C(CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)O2)C(C)=C1O,C24H27NO5S,,"Alimentary Tract and Metabolism, Benzopyrans, Blood Glucose Lowering Agents, BSEP/ABCB11 Inhibitors, Chromans, Cytochrome P-450 CYP2B6 Inducers, Cytochrome P-450 CYP2B6 Inducers (strength unknown), Cytochrome P-450 CYP2C19 Inhibitors, Cytochrome P-450 CYP2C19 inhibitors (strength unknown), Cytochrome P-450 CYP2C8 Inhibitors, Cytochrome P-450 CYP2C8 Inhibitors (moderate), Cytochrome P-450 CYP2C8 Substrates, Cytochrome P-450 CYP2C9 Inhibitors, Cytochrome P-450 CYP2C9 Inhibitors (moderate), Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP3A Inducers, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A4 Inducers, Cytochrome P-450 CYP3A4 Inducers (strength unknown), Cytochrome P-450 CYP3A5 Inhibitors, Cytochrome P-450 CYP3A5 Inhibitors (strength unknown), Cytochrome P-450 CYP3A7 Inhibitors, Cytochrome P-450 CYP3A7 Inhibitors (strength unknown), Cytochrome P-450 Enzyme Inducers, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Drugs Used in Diabetes, Heterocyclic Compounds, Fused-Ring, OATP1B1/SLCO1B1 Inhibitors, Oral Hypoglycemics, Pyrans, Sulfur Compounds, Thiazoles, Thiazolidinediones, UGT1A1 Substrates, UGT1A3 substrates, UGT1A4 substrates, UGT1A6 Inhibitors, UGT1A6 substrate, UGT1A9 Substrates, UGT2B7 substrates"," Peroxisome proliferator-activated receptor gamma,  Estrogen-related receptor gamma,  Steroid hormone receptor ERR1,  Peroxisome proliferator-activated receptor delta,  Peroxisome proliferator-activated receptor alpha,  Glutathione S-transferase P,  Long-chain-fatty-acid--CoA ligase 4,  Plasminogen activator inhibitor 1,  Equilibrative nucleoside transporter 1,  Cytochrome P450 19A1,  Cytochrome P450 1A1,  Cytochrome P450 2B6,  Cytochrome P450 2C9,  Cytochrome P450 3A5,  Cytochrome P450 3A7,  UDP-glucuronosyltransferase 1-3,  UDP-glucuronosyltransferase 1-4,  UDP-glucuronosyltransferase 1-6, 10. UDP-glucuronosyltransferase 1-7, 11. UDP-glucuronosyltransferase 1-8, 12. UDP-glucuronosyltransferase 1-9, 13. UDP-glucuronosyltransferase 1-10, 14. UDP-glucuronosyltransferase 2B7, 15. UDP-glucuronosyltransferase 2B15, 16. Cytochrome P450 3A4, 17. Cytochrome P450 2C19, 18. UDP-glucuronosyltransferase 1-1, 19. Cytochrome P450 2C8,  Bile salt export pump,  Solute carrier organic anion transporter family member 1B1","DB00197, DB08607, DB14035, DB09201",
DB00198,Oseltamivir,approved,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,C16H28N2O4,,"Acetamides, Acetates, Amides, Anti-Infective Agents, Antiinfectives for Systemic Use, Antiviral Agents, Antivirals for Systemic Use, Direct Acting Antivirals, Drugs that are Mainly Renally Excreted, Neuraminidase Inhibitors, OAT3/SLC22A8 Substrates"," Neuraminidase,  Sialidase-1,  Sialidase-2,  Liver carboxylesterase 1,  Multidrug resistance-associated protein 4,  Solute carrier family 15 member 1,  Solute carrier family 22 member 8","DB00198, DB02600",
DB00199,Erythromycin,approved; investigational; vet_approved,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,C37H67NO13,,"Anti-Acne Preparations, Anti-Acne Preparations for Topical Use, Anti-Bacterial Agents, Anti-Infective Agents, Antibacterials for Systemic Use, Antiinfectives for Systemic Use, Antiinfectives for Treatment of Acne, BSEP/ABCB11 Inhibitors, BSEP/ABCB11 Substrates, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (moderate), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A5 Inhibitors, Cytochrome P-450 CYP3A5 Inhibitors (moderate), Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 CYP3A7 Inhibitors, Cytochrome P-450 CYP3A7 Inhibitors (moderate), Cytochrome P-450 CYP3A7 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Dermatologicals, Enzyme Inhibitors, Erythromycin and similars, Erythromycins, Gastrointestinal Agents, Lactones, Macrolide Antimicrobial, Macrolides, Macrolides, Lincosamides and Streptogramins, Moderate Risk QTc-Prolonging Agents, OATP1B1/SLCO1B1 Inhibitors, OATP1B1/SLCO1B1 Substrates, OATP1B3 inhibitors, OATP1B3 substrates, Ophthalmologicals, P-glycoprotein inhibitors, P-glycoprotein substrates, Protein Synthesis Inhibitors, QTc Prolonging Agents"," 23S ribosomal RNA,  Motilin receptor,  Potassium voltage-gated channel subfamily H member 2,  Cytochrome P450 3A5,  Cytochrome P450 3A4,  Cytochrome P450 3A7,  Solute carrier organic anion transporter family member 1B3,  Bile salt export pump,  P-glycoprotein 1,  Solute carrier organic anion transporter family member 1B1,  Canalicular multispecific organic anion transporter 1,  Solute carrier organic anion transporter family member 1A2","DB00199, DB01211, DB11442, DB13338, DB13179, DB11474, DB00207, DB11416, DB00778, DB00954, DB01321, DB13456, DB13409, DB11383, DB09309, DB15981, DB11554",
DB00200,Hydroxocobalamin,approved,[N+]1=2[Co-3]345([N+]6=C7[C@H]([C@@](CC(=O)N)(C)[C@@]6([C@@]6(N3C(=C(C)C3=[N+]4C(C(C)(C)[C@@H]3CCC(=O)N)=CC3=[N+]5C(=C7C)[C@@](CC(=O)N)([C@@H]3CCC(=O)N)C)[C@@](C)([C@H]6CC(=O)N)CCC(NC[C@@H](C)OP(=O)(O[C@@H]3[C@H](O[C@H](N(C4=CC(=C(C=C14)C)C)C=2)[C@@H]3O)CO)[O-])=O)[H])C)CCC(=O)N)O[H],C62H89CoN13O15P,,"Antianemic Preparations, Antidotes, Blood and Blood Forming Organs, Corrinoids, Drugs that are Mainly Renally Excreted, Hematinics, Hematologic Agents, Heterocyclic Compounds, Fused-Ring, Micronutrients, Nutritional Support, Vitamin B Complex, Vitamin B12 and Folic Acid, Vitamins"," Methionine synthase,  Methylmalonyl-CoA mutase, mitochondrial,  Methylmalonic aciduria type A protein, mitochondrial,  Transcobalamin-1,  Protein amnionless,  Cubilin,  Methylmalonic aciduria and homocystinuria type C protein,  Transcobalamin-2","DB00200, DB03614, DB11191, DB11467, DB03469, DB05168, DB02667, DB00115, DB03317, DB03906, DB04803, DB05735, DB02832, DB02975, DB15673, DB12674, DB02949, DB11641, DB00361, DB16186, DB13013, DB14098, DB09387, DB16312, DB02868, DB17390, DB14092, DB00541, DB12586, DB17385",
DB00201,Caffeine,approved,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,,"Alkaloids, Anorexigenic Agents & Respiratory and CNS Stimulants, BCRP/ABCG2 Inhibitors, Caffeine and Caffeine Containing Products, Central Nervous System Agents, Central Nervous System Stimulants, Central Nervous System Stimulation, Cytochrome P-450 CYP1A2 Inhibitors, Cytochrome P-450 CYP1A2 Inhibitors (moderate), Cytochrome P-450 CYP1A2 Inhibitors (strength unknown), Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 CYP2C8 Substrates, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP2E1 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Dermatologicals, Diagnostic Agents, Drugs for Obstructive Airway Diseases, Enzyme Inhibitors, Heterocyclic Compounds, Fused-Ring, Nervous System, Neurotransmitter Agents, Phosphodiesterase Inhibitors, Psychoanaleptics, Psychostimulants, Agents Used for ADHD and Nootropics, Purinergic Agents, Purinergic Antagonists, Purines, Purinones, Respiratory and CNS Stimulants, Tests for Gastric Secretion, Tricarboxylic Acids, Xanthine derivatives"," Adenosine receptor A1,  Adenosine receptor A2a,  Adenosine receptor A2b,  Adenosine receptor A3,  Phosphodiesterase enzymes (Protein Group),  cAMP-specific 3',5'-cyclic phosphodiesterase 4B,  Ryanodine receptor 1,  Cyclic nucleotide phosphodiesterase (Protein Group),  DNA-dependent protein kinase catalytic subunit, 10. Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform, 11. Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform, 12. Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform, 13. Inositol 1,4,5-trisphosphate receptor (Protein Group), 14. Serine-protein kinase ATM,  Cytochrome P450 1A2,  Cytochrome P450 3A4,  Cytochrome P450 2E1,  Cytochrome P450 2C8,  Cytochrome P450 2C9,  Cytochrome P450 1A1,  Cytochrome P450 1B1,  Cytochrome P450 2D6,  ATP-binding cassette sub-family G member 2","DB00201, DB01412, DB00277, DB01223, DB01303, DB13812, DB03293, DB13592, DB13573, DB14132, DB13449, DB01778, DB09273, DB14018, DB00651, DB13634, DB18002, DB00824, DB12406, DB15122, DB07954, DB17930, DB00806, DB09092",
DB00202,Succinylcholine,approved,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,C14H30N2O4,,"Acids, Acyclic, Agents causing hyperkalemia, Amines, Ammonium Compounds, Central Nervous System Depressants, Choline Derivatives, Cholinesterase substrates, Dicarboxylic Acids, Ethanolamines, Muscle Relaxants, Muscle Relaxants, Peripherally Acting Agents, Musculo-Skeletal System, Neuromuscular Agents, Neuromuscular Blocking Agents, Neuromuscular Depolarizing Agents, Neuromuscular Depolarizing Blockade, Neurotoxic agents, Nitrogen Compounds, Onium Compounds, Peripheral Nervous System Agents, Quaternary Ammonium Compounds, Succinates, Trimethyl Ammonium Compounds"," Neuronal Acetylcholine (nACh) Receptor Subunits (Protein Group),  Muscarinic acetylcholine receptor M2,  Muscarinic acetylcholine receptor M3,  Cholinesterase",DB00202,
DB00203,Sildenafil,approved; investigational,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,C22H30N6O4S,,"Agents Causing Muscle Toxicity, Amides, Cardiovascular Agents, Cytochrome P-450 CYP2C19 Inhibitors, Cytochrome P-450 CYP2C19 Inhibitors (weak), Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2C9 Inhibitors, Cytochrome P-450 CYP2C9 Inhibitors (weak), Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP2E1 Inhibitors, Cytochrome P-450 CYP2E1 Inhibitors (strength unknown), Cytochrome P-450 CYP2E1 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 CYP3A7 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Drugs Used in Erectile Dysfunction, Enzyme Inhibitors, Genitourinary Agents, Heterocyclic Compounds, Fused-Ring, OATP1B1/SLCO1B1 Inhibitors, P-glycoprotein inhibitors, P-glycoprotein substrates, Phosphodiesterase 5 Inhibitors, Phosphodiesterase Inhibitors, Piperazines, Purines, Sulfonamides, Sulfones, Sulfur Compounds, Urological Agents, Urologicals, Vasodilating Agents"," cGMP-specific 3',5'-cyclic phosphodiesterase,  Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma,  Retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma,  Ornithine decarboxylase,  Programmed cell death 1 ligand 1,  Cytochrome P450 3A4,  Cytochrome P450 3A5,  Cytochrome P450 3A7,  Cytochrome P450 2C9,  Cytochrome P450 2C19,  Cytochrome P450 2D6,  Cytochrome P450 2E1,  Multidrug resistance-associated protein 4,  Multidrug resistance-associated protein 5,  Multidrug resistance-associated protein 7,  Solute carrier organic anion transporter family member 1B1,  P-glycoprotein 1","DB00203, DB11927, DB06267, DB11902, DB11792, DB08729, DB00862",
DB00204,Dofetilide,approved; investigational,CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1,C19H27N3O5S2,,"Amides, Amines, Antiarrhythmic agents, Antiarrhythmics, Class III, Cardiac Therapy, Cardiovascular Agents, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index, Cytochrome P-450 Substrates, Ethylamines, Highest Risk QTc-Prolonging Agents, Membrane Transport Modulators, Narrow Therapeutic Index Drugs, OCT2 Substrates, OCT2 Substrates with a Narrow Therapeutic Index, Potassium Channel Blockers, QTc Prolonging Agents, Sulfones, Sulfur Compounds"," Potassium voltage-gated channel subfamily H member 2,  Potassium channel subfamily K member 2,  ATP-sensitive inward rectifier potassium channel 12,  Cytochrome P450 3A4,  Solute carrier family 22 member 2",DB00204,
DB00205,Pyrimethamine,approved; investigational; vet_approved,CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1,C12H13ClN4,,"Anti-Infective Agents, Antibiotics for Pneumocystis Pneumonia, Antimalarial diaminopyrimidines, Antimalarials, Antiparasitic Agents, Antiparasitic Products, Insecticides and Repellents, Antiprotozoals, Cytochrome P-450 CYP2C8 Inhibitors, Cytochrome P-450 CYP2C8 Inhibitors (weak), Cytochrome P-450 Enzyme Inhibitors, Enzyme Inhibitors, Folic Acid Antagonists, MATE 1 Inhibitors, MATE 2 Inhibitors, MATE inhibitors, Pyrimidines"," Dihydrofolate reductase,  Bifunctional dihydrofolate reductase-thymidylate synthase,  Beta-hexosaminidase subunit beta,  Cytochrome P450 2C8,  Multidrug and toxin extrusion protein 1,  Multidrug and toxin extrusion protein 2","DB00205, DB07577, DB04655, DB07244",
